"B_Total_Grappling_Reversals_Landed","R_Total_Grappling_Reversals_Landed","B_Total_Grappling_Standups_Landed","R_Total_Grappling_Standups_Landed","B_Total_Grappling_Submissions_Attempts","R_Total_Grappling_Submissions_Attempts","B_Total_Grappling_Takedowns_Attempts","R_Total_Grappling_Takedowns_Attempts","B_Total_Grappling_Takedowns_Landed","R_Total_Grappling_Takedowns_Landed","B_Total_Strikes_Body Significant Strikes_Attempts","R_Total_Strikes_Body Significant Strikes_Attempts","B_Total_Strikes_Body Significant Strikes_Landed","R_Total_Strikes_Body Significant Strikes_Landed","B_Total_Strikes_Body Total Strikes_Attempts","R_Total_Strikes_Body Total Strikes_Attempts","B_Total_Strikes_Body Total Strikes_Landed","R_Total_Strikes_Body Total Strikes_Landed","B_Total_Strikes_Clinch Total Strikes_Attempts","R_Total_Strikes_Clinch Total Strikes_Attempts","B_Total_Strikes_Clinch Total Strikes_Landed","R_Total_Strikes_Clinch Total Strikes_Landed","B_Total_Strikes_Distance Strikes_Attempts","R_Total_Strikes_Distance Strikes_Attempts","B_Total_Strikes_Distance Strikes_Landed","R_Total_Strikes_Distance Strikes_Landed","B_Total_Strikes_Ground Total Strikes_Attempts","R_Total_Strikes_Ground Total Strikes_Attempts","B_Total_Strikes_Ground Total Strikes_Landed","R_Total_Strikes_Ground Total Strikes_Landed","B_Total_Strikes_Head Total Strikes_Attempts","R_Total_Strikes_Head Total Strikes_Attempts","B_Total_Strikes_Head Total Strikes_Landed","R_Total_Strikes_Head Total Strikes_Landed","B_Total_Strikes_Kicks_Attempts","R_Total_Strikes_Kicks_Attempts","B_Total_Strikes_Kicks_Landed","R_Total_Strikes_Kicks_Landed","B_Total_Strikes_Knock Down_Landed","R_Total_Strikes_Knock Down_Landed","B_Total_Strikes_Legs Total Strikes_Attempts","R_Total_Strikes_Legs Total Strikes_Attempts","B_Total_Strikes_Legs Total Strikes_Landed","R_Total_Strikes_Legs Total Strikes_Landed","B_Total_Strikes_Punches_Attempts","R_Total_Strikes_Punches_Attempts","B_Total_Strikes_Punches_Landed","R_Total_Strikes_Punches_Landed","B_Total_Strikes_Total Strikes_Attempts","R_Total_Strikes_Total Strikes_Attempts","B_Total_Strikes_Total Strikes_Landed","R_Total_Strikes_Total Strikes_Landed","B_Total_TIP_Back Control Time","R_Total_TIP_Back Control Time","B_Total_TIP_Clinch Time","R_Total_TIP_Clinch Time","B_Total_TIP_Control Time","R_Total_TIP_Control Time","B_Total_TIP_Distance Time","R_Total_TIP_Distance Time","B_Total_TIP_Ground Control Time","R_Total_TIP_Ground Control Time","B_Total_TIP_Ground Time","R_Total_TIP_Ground Time","B_Total_TIP_Guard Control Time","R_Total_TIP_Guard Control Time","B_Total_TIP_Half Guard Control Time","R_Total_TIP_Half Guard Control Time","B_Total_TIP_Misc. Ground Control Time","R_Total_TIP_Misc. Ground Control Time","B_Total_TIP_Mount Control Time","R_Total_TIP_Mount Control Time","B_Total_TIP_Neutral Time","R_Total_TIP_Neutral Time","B_Total_TIP_Side Control Time","R_Total_TIP_Side Control Time","B_Total_TIP_Standing Time","R_Total_TIP_Standing Time","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_ID","R_ID","B_Weight","R_Weight","B_Location","R_Location","Max_round","winner"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","34","38","193","193","1161","367","111","109","Los Angeles, California USA","Chicago, Illinois USA","3","red"
"0","0","0","2","0","3","0","16","0","4","0","43","0","34","0","78","0","68","0","57","0","47","0","176","0","77","0","198","0","180","0","313","0","198","0","0","0","0","0","0","0","20","0","19","0","0","0","0","0","431","0","304","0","0","0","466","0","1215","0","1025","0","1039","0","1244","0","366","0","318","0","0","0","280","0","1133","0","75","0","1491","0","5","0","1","23","36","180","190","2786","1810","84","84","Cleveland, Ohio USA","Tukwila, Washington USA","3","red"
"0","0","4","0","3","2","4","39","1","13","34","44","22","33","35","72","22","59","25","60","16","49","188","214","48","92","22","126","20","107","192","304","55","166","15","15","8","10","1","1","8","24","7","23","65","44","25","32","235","400","84","248","0","434","302","466","155","1237","761","675","58","870","510","972","0","141","0","50","50","68","8","139","796","730","0","38","1063","1141","4","4","0","3","32","28","175","175","2208","2223","70","70","Pharr, Texas USA","Montreal, Quebec Canada","3","blue"
"0","0","1","2","0","0","10","0","8","0","107","7","105","5","147","12","145","10","80","18","72","16","30","85","12","34","132","13","124","5","85","97","55","39","13","0","11","0","0","0","10","7","8","6","79","0","66","0","242","116","208","55","0","0","522","116","1103","84","272","519","657","8","713","61","207","0","234","0","66","0","128","8","307","546","22","0","794","635","4","2","2","2","36","30","195","193","2215","2659","118","113","Albuquerque, New Mexico United States","Paris France","3","red"
"0","0","0","3","0","1","0","4","0","3","29","11","16","9","30","14","17","12","17","28","15","24","181","148","77","40","21","5","14","4","176","163","77","52","30","11","22","7","2","0","9","4","9","4","120","114","62","39","219","181","106","68","0","0","178","298","32","67","711","1124","11","55","11","210","2","22","0","0","9","12","0","21","761","1174","0","0","889","1422","2","3","2","1","34","31","182","175","1944","965","77","77","Simpsonville, South Carolina United States","Lake Forest, California USA","5","blue"
"0","0","0","0","0","2","0","2","0","2","0","24","0","13","0","31","0","20","0","15","0","15","0","111","0","56","0","17","0","14","0","90","0","45","0","29","0","26","0","0","0","0","0","0","0","123","0","76","0","143","0","85","0","39","0","164","0","317","0","1110","0","246","0","394","0","63","0","34","0","64","0","46","0","1111","0","0","0","1274","0","1","0","1","31","30","167","170","1484","1052","65","65","Sacramento, California USA","Rio de Janeiro Brazil","5","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","26","28","175","170","2211","2240","61","61","Temecula, California USA","Kelowna, BC Canada","3","red"
"0","0","3","6","0","0","20","2","10","1","45","44","34","22","50","47","39","25","52","17","43","13","151","265","76","100","93","26","82","16","203","240","126","87","51","73","42","40","1","0","35","21","28","17","130","165","94","71","296","308","201","129","7","67","472","121","621","195","1428","2595","326","183","481","803","0","30","18","71","181","3","33","12","1530","2677","87","0","1900","2716","3","4","3","0","39","38","182","185","1866","346","84","84","Coconut Creek, FL USA","Los Angeles, California USA","5","blue"
"0","0","0","2","0","0","32","2","12","1","38","12","28","9","56","14","45","11","148","55","113","42","399","68","144","31","53","18","44","18","469","112","190","66","0","0","0","0","4","0","75","15","66","14","0","0","0","0","600","141","301","91","0","0","1345","360","1249","244","3412","365","468","20","469","174","0","0","259","0","0","0","128","20","3490","390","81","0","4757","725","7","1","1","1","40","28","182","200","1015","2492","119","113","Las Vegas, Nevada USA","Moscow Russia","3","red"
"0","0","2","3","0","4","3","0","0","0","3","38","2","26","4","38","3","26","18","45","10","31","28","429","12","143","1","17","1","11","40","415","17","131","0","29","0","21","0","1","3","30","3","22","0","111","0","49","47","491","23","185","0","0","221","276","91","44","120","2090","0","30","165","215","0","0","0","0","0","3","0","27","133","2107","0","0","341","2366","1","4","1","1","28","31","175","177","2529","1982","70","70","Albuquerque, New Mexico USA","Bridgewater, Massachusetts USA","3","blue"
"0","1","0","5","0","1","0","17","0","5","1","91","0","50","1","144","0","102","1","124","1","88","36","384","10","141","1","151","0","115","26","405","5","148","0","0","0","0","0","0","11","110","6","94","0","5","0","0","38","659","11","344","0","187","0","585","0","951","243","2197","0","675","16","998","0","245","0","33","0","0","0","210","243","2358","0","0","243","2782","1","5","0","0","34","36","167","167","2748","2304","61","61","Glendale, Arizona USA","Scottsdale, Arizona USA","3","blue"
"0","0","2","0","0","2","1","13","0","5","35","9","18","7","35","22","18","20","13","29","10","28","348","81","108","27","9","126","8","114","310","202","88","137","94","0","33","0","1","0","25","12","20","12","266","0","81","0","370","236","126","169","0","77","110","374","41","680","1563","459","24","357","127","393","14","95","0","0","10","0","0","131","1641","478","0","54","1673","833","2","2","2","2","30","22","190","175","1984","2258","70","70","Fort Worth, Texas USA","Epping, Victoria Australia","3","blue"
"0","0","0","1","2","1","0","0","0","0","22","14","17","8","27","14","22","8","18","25","16","17","71","226","32","73","0","17","0","11","59","244","24","85","23","11","15","8","0","1","3","2","2","2","84","76","48","39","89","268","48","101","0","0","210","138","44","17","369","1111","9","7","33","155","0","0","0","0","9","3","0","4","376","1123","0","0","579","1249","2","2","1","2","29","31","177","177","1481","1982","70","70","Makaha, Hawaii USA","Bridgewater, Massachusetts USA","3","blue"
"0","0","8","6","5","0","16","7","7","3","123","143","103","91","164","174","143","121","306","121","267","101","653","611","291","227","139","60","108","46","866","535","475","180","88","11","66","9","0","2","68","83","48","73","386","65","219","40","1098","792","666","374","0","0","1645","955","1258","406","7006","4019","738","152","907","685","261","70","105","0","255","1","117","80","7188","4086","0","1","5051","4974","7","8","0","0","32","32","180","172","1272","875","77","70","Miami, Florida USA","Sunderland England","3","blue"
"0","0","5","4","1","2","15","10","3","5","39","63","31","32","64","87","54","55","46","27","37","20","126","667","49","204","157","153","120","112","229","725","130","253","25","60","16","39","0","1","36","29","22","23","103","363","67","136","329","847","206","336","0","0","425","154","625","551","521","2623","430","534","1633","1195","69","262","40","134","172","23","100","100","587","2731","49","15","946","2777","3","5","1","1","36","23","170","167","2332","2118","56","56","Cole Harbour, Nova Scotia Canada","Milwaukee, Wisconsin USA","3","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","32","28","177","172","2361","2360","65","65","Panama City PAN","Tijuana, Baja California Mexico","3","red"
"0","0","2","2","0","0","9","10","3","4","6","56","4","31","6","57","4","32","4","35","3","22","86","453","31","159","4","2","4","2","84","403","30","126","0","16","0","13","0","0","4","30","4","25","0","215","0","89","94","490","38","183","0","0","208","269","183","82","387","1468","71","42","308","61","10","17","3","1","0","23","58","1","443","1589","0","0","595","1737","1","2","0","1","35","31","167","182","2074","2261","70","70","Belem, Para Brazil","Rio de Janeiro Brazil","3","blue"
"0","0","0","0","0","0","4","4","1","1","15","18","10","12","22","26","17","19","20","24","16","18","100","111","37","41","32","36","26","29","119","130","52","56","8","9","5","6","0","0","10","13","8","10","41","42","20","20","154","172","80","89","14","19","141","167","194","225","549","589","139","154","267","292","35","40","24","28","12","12","40","40","566","617","9","12","648","752","0","0","0","0","34","32","175","187","1386","663","77","77","St. Louis, Missouri United States","Albuquerque, New Mexico USA","3","blue"
"0","0","0","0","0","0","1","2","0","1","6","9","4","6","10","13","7","10","9","12","7","9","39","57","14","21","14","20","11","16","47","69","21","31","3","5","2","3","0","0","4","6","4","5","14","24","7","12","63","90","33","47","5","11","63","90","87","129","207","305","63","93","123","162","19","25","11","18","4","8","17","23","218","318","4","6","271","394","0","0","0","0","35","32","203","190","2194","2082","115","118","Fullerton, CA USA","Houston, Texas United States","3","red"
"0","0","0","5","0","3","0","40","0","19","0","154","0","117","0","191","0","152","0","317","0","266","0","373","0","175","0","131","0","117","0","499","0","305","0","23","0","18","0","0","0","131","0","101","0","52","0","45","0","821","0","558","0","0","0","950","0","1422","0","1769","0","860","0","902","0","135","0","62","0","88","0","366","0","1946","0","209","0","2719","0","5","0","5","30","30","170","160","1970","1495","56","56","Lee's Summit, Missouri USA","Parkland, WA USA","5","red"
"0","0","1","1","0","1","5","8","2","3","20","28","13","19","30","40","22","30","28","36","21","28","118","173","44","65","43","60","35","49","143","207","64","93","10","16","6","11","0","0","14","20","12","17","42","72","21","37","190","270","101","143","16","33","191","270","263","388","621","917","190","279","371","487","58","75","34","55","14","24","52","71","654","956","14","19","813","1182","0","0","0","0","34","28","177","180","1817","1814","70","70","Bellefontaine, Ohio USA","San Francisco, CA USA","3","red"
"0","0","0","0","0","0","0","3","0","2","0","14","0","11","0","14","0","11","0","2","0","2","0","193","0","67","0","7","0","5","0","177","0","53","0","24","0","19","0","1","0","0","0","0","0","177","0","48","0","202","0","74","0","0","0","12","0","65","0","818","0","64","0","71","0","14","0","26","0","24","0","0","0","829","0","0","0","830","0","1","0","1","29","30","190","187","2072","2061","84","93","Rio de Janeiro Brazil","Atlanta, GA USA","3","red"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","10","0","3","0","0","0","0","0","8","0","1","0","3","0","3","0","0","0","3","0","2","0","7","0","2","0","11","0","3","0","0","0","4","0","0","0","39","0","0","0","1","0","0","0","0","0","0","0","0","0","43","0","0","0","43","0","1","0","0","31","35","182","187","2241","2218","84","84","Belo Horizonte, MG Brazil","Columbus, OH USA","3","red"
"1","0","5","9","11","3","7","16","3","13","85","86","54","60","94","130","63","103","15","64","11","49","563","391","254","182","158","229","140","191","575","481","290","254","40","71","33","48","2","1","67","73","52","65","263","256","156","156","736","684","405","422","38","53","235","500","513","1489","2136","1892","459","1269","1375","1873","0","560","11","170","149","124","218","188","2233","1948","43","174","2371","2392","7","7","7","0","33","32","180","175","1815","532","70","70","Orange County, California United States","Rio de Janeiro Brazil","5","blue"
"0","0","2","10","1","0","16","28","2","12","16","49","14","33","18","97","16","81","35","93","31","80","99","462","32","152","31","240","20","200","133","625","54","287","0","54","0","47","0","1","10","55","10","49","0","406","0","218","165","795","83","432","116","64","458","724","381","952","424","2024","162","559","213","1172","0","1","0","224","0","52","46","213","445","2121","0","5","882","2748","3","5","3","5","35","29","177","190","2131","2047","77","77","Osaka Japan","Denver, Colorado USA","3","red"
"0","0","0","2","0","0","3","0","3","0","4","15","3","12","8","15","7","12","15","2","12","0","20","207","8","74","14","6","14","3","36","199","23","64","8","32","8","17","1","0","0","0","0","0","60","185","40","107","49","215","34","77","0","0","113","12","181","0","206","598","100","0","100","290","98","0","0","0","2","0","0","0","237","598","0","0","319","610","1","1","1","1","34","27","175","182","1386","1176","77","77","St. Louis, Missouri United States","Montreal, Quebec Canada","3","red"
"0","0","3","4","0","2","2","9","2","1","3","19","2","9","8","20","7","10","9","30","8","15","71","138","24","34","1","26","1","24","53","167","10","57","24","22","19","8","0","0","20","5","16","4","75","116","27","40","81","194","33","73","0","0","42","413","23","113","584","739","23","89","274","578","8","20","0","37","15","12","0","16","595","806","0","4","626","1152","1","2","0","0","31","30","162","170","1913","2189","61","61","Coconut Creek, Florida USA","Xi'an China","3","blue"
"0","0","5","4","5","0","4","16","3","4","17","27","12","13","26","30","21","16","8","22","4","13","224","153","85","54","88","20","77","11","265","138","126","41","40","61","33","42","1","0","29","19","19","15","263","137","156","62","320","195","166","78","38","226","165","521","285","491","841","1432","243","370","857","448","0","58","0","23","149","61","56","0","898","1556","0","2","1006","1953","4","2","4","0","33","38","180","177","1815","356","70","70","Orange County, California United States","San Jose, CA USA","3","blue"
"3","0","0","0","0","0","7","4","4","4","2","8","1","5","3","10","2","7","0","16","0","12","10","81","7","16","74","16","53","12","79","88","56","22","0","0","0","0","1","1","2","15","2","11","0","0","0","0","84","113","60","40","1","0","8","254","600","263","141","3779","600","159","767","167","240","74","40","8","0","0","152","77","149","3810","167","0","149","4033","2","1","2","1","28","23","177","172","2373","2570","65","65","Turku Finland","Trimley St. Martin, Suffolk England","3","red"
"0","0","0","0","0","0","1","2","0","0","5","7","3","4","7","10","5","7","7","9","5","7","29","43","11","16","10","15","8","12","35","51","16","23","2","4","1","2","0","0","3","5","3","4","10","18","5","9","47","67","25","35","4","8","47","67","65","97","155","229","47","69","92","121","14","18","8","13","3","6","13","17","163","239","3","4","203","295","0","0","0","0","25","26","160","165","2792","2791","52","52","Bath, Michigan United States","Rancho Cucamonga, California USA","4","red"
"0","0","0","0","2","0","3","6","3","2","18","39","17","37","36","40","35","38","8","68","7","62","35","191","8","115","169","5","136","2","176","186","116","105","4","77","1","65","1","0","0","38","0","36","245","187","177","114","212","264","151","179","15","0","28","455","672","405","222","1197","662","19","662","19","0","4","132","0","193","15","44","0","237","1266","278","0","250","1652","2","1","2","1","38","29","180","193","1409","549","93","93","San Jose, California USA","Albuquerque, New Mexico USA","5","red"
"0","0","4","1","2","0","8","15","3","10","12","16","7","11","17","26","12","21","58","35","48","27","71","102","18","26","20","62","14","45","123","159","60","64","16","0","9","0","0","1","9","14","8","13","48","0","22","0","149","199","80","98","0","18","371","133","172","428","588","661","171","382","537","462","96","23","0","0","65","0","10","292","608","691","0","49","959","794","2","3","1","0","35","34","165","165","438","1034","61","61","Hollywood, CA USA","Boise, ID USA","3","blue"
"0","0","0","0","1","0","4","2","1","1","0","1","0","1","0","1","0","1","11","4","5","2","20","2","4","1","10","48","10","33","41","49","19","32","1","8","1","6","0","0","0","4","0","3","42","54","19","44","41","54","19","36","0","0","131","47","119","188","109","22","38","188","176","611","0","59","16","31","22","98","0","0","136","69","0","0","240","69","1","1","0","0","36","28","170","172","1401","1719","61","61","Venice, California USA","Miami, Florida USA","3","red"
